"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-06-07,4,131,112
2025-06-07,5,132,113
2025-06-07,6,134,115
2025-06-07,7,137,118
2025-06-07,8,136,117
2025-06-07,9,132,113
2025-06-07,10,131,112
2025-06-07,11,131,120
2025-06-07,12,133,114
2025-06-07,13,146,127
2025-06-07,14,158,124
2025-06-07,15,159,135
2025-06-07,16,162,130
2025-06-07,17,159,132
2025-06-07,18,157,134
2025-06-07,19,157,134
2025-06-07,20,157,150
2025-06-07,21,159,151
2025-06-07,22,152,152
2025-06-07,23,152,137
2025-06-07,24,145,131
2025-06-07,25,147,140
2025-06-07,26,143,144
2025-06-07,27,143,127
2025-06-07,28,138,131
2025-06-07,29,134,126
2025-06-07,30,134,133
2025-06-07,31,136,133
2025-06-07,32,134,123
2025-06-07,33,128,121
2025-06-07,34,136,126
2025-06-07,35,140,129
2025-06-07,36,142,131
2025-06-07,37,145,133
2025-06-07,38,148,136
2025-06-07,39,155,144
2025-06-07,40,156,136
2025-06-07,41,161,137
2025-06-07,42,159,137
2025-06-07,43,157,141
2025-06-07,44,157,138
2025-06-07,45,157,138
2025-06-07,46,148,138
2025-06-07,47,144,129
2025-06-07,48,128,112
2025-06-08,1,127,105
2025-06-08,2,123,100
2025-06-08,3,119,91
2025-06-08,4,116,88
2025-06-08,5,116,89
2025-06-08,6,115,87
2025-06-08,7,116,88
2025-06-08,8,119,88
2025-06-08,9,120,89
2025-06-08,10,120,88
2025-06-08,11,118,87
2025-06-08,12,118,87
2025-06-08,13,114,96
2025-06-08,14,117,84
2025-06-08,15,119,86
2025-06-08,16,116,75
2025-06-08,17,121,77
2025-06-08,18,120,86
2025-06-08,19,116,80
2025-06-08,20,116,81
2025-06-08,21,116,83
2025-06-08,22,117,84
2025-06-08,23,117,105
2025-06-08,24,117,102
2025-06-08,25,119,86
2025-06-08,26,118,85
2025-06-08,27,119,93
2025-06-08,28,118,100
2025-06-08,29,118,84
2025-06-08,30,116,83
2025-06-08,31,119,87
2025-06-08,32,130,93
2025-06-08,33,152,120
2025-06-08,34,158,131
2025-06-08,35,157,134
2025-06-08,36,160,150
2025-06-08,37,162,137
2025-06-08,38,152,135
2025-06-08,39,155,140
2025-06-08,40,154,138
2025-06-08,41,153,137
2025-06-08,42,154,135
2025-06-08,43,156,133
2025-06-08,44,153,128
2025-06-08,45,152,127
2025-06-08,46,149,132
2025-06-08,47,126,109
2025-06-08,48,121,95
2025-06-09,1,119,88
2025-06-09,2,118,87
2025-06-09,3,119,87
2025-06-09,4,118,86
2025-06-09,5,117,93
2025-06-09,6,116,85
2025-06-09,7,116,92
2025-06-09,8,116,84
2025-06-09,9,120,89
2025-06-09,10,119,88
2025-06-09,11,121,89
2025-06-09,12,143,118
2025-06-09,13,152,132
2025-06-09,14,159,147
2025-06-09,15,161,153
2025-06-09,16,164,151
2025-06-09,17,164,156
2025-06-09,18,168,151
2025-06-09,19,164,164
2025-06-09,20,163,151
2025-06-09,21,169,157
2025-06-09,22,169,165
2025-06-09,23,171,158
2025-06-09,24,170,157
2025-06-09,25,168,155
2025-06-09,26,168,154
2025-06-09,27,167,159
2025-06-09,28,166,154
2025-06-09,29,166,154
2025-06-09,30,166,154
2025-06-09,31,172,165
2025-06-09,32,174,159
2025-06-09,33,173,158
2025-06-09,34,177,159
2025-06-09,35,175,151
2025-06-09,36,173,165
2025-06-09,37,173,168
2025-06-09,38,171,150
2025-06-09,39,173,152
2025-06-09,40,173,166
2025-06-09,41,172,169
2025-06-09,42,172,155
2025-06-09,43,173,153
2025-06-09,44,174,153
2025-06-09,45,167,147
2025-06-09,46,158,139
2025-06-09,47,135,105
2025-06-09,48,125,102
2025-06-10,1,125,95
2025-06-10,2,123,92
2025-06-10,3,124,94
2025-06-10,4,123,93
2025-06-10,5,122,92
2025-06-10,6,117,91
2025-06-10,7,117,91
2025-06-10,8,117,91
2025-06-10,9,118,93
2025-06-10,10,118,91
2025-06-10,11,117,91
2025-06-10,12,121,96
2025-06-10,13,125,98
2025-06-10,14,128,112
2025-06-10,15,135,107
2025-06-10,16,134,101
2025-06-10,17,127,103
2025-06-10,18,116,102
2025-06-10,19,118,112
2025-06-10,20,116,104
2025-06-10,21,116,116
2025-06-10,22,117,108
2025-06-10,23,120,120
2025-06-10,24,119,119
2025-06-10,25,120,120
2025-06-10,26,118,118
2025-06-10,27,117,117
2025-06-10,28,117,109
2025-06-10,29,142,134
2025-06-10,30,146,139
2025-06-10,31,153,153
2025-06-10,32,162,162
2025-06-10,33,164,164
2025-06-10,34,170,170
2025-06-10,35,197,199
2025-06-10,36,193,200
2025-06-10,37,194,201
2025-06-10,38,196,200
2025-06-10,39,202,201
2025-06-10,40,204,203
2025-06-10,41,201,201
2025-06-10,42,201,201
2025-06-10,43,200,200
2025-06-10,44,201,200
2025-06-10,45,203,197
2025-06-10,46,200,192
2025-06-10,47,196,189
2025-06-10,48,178,160
2025-06-11,1,169,164
2025-06-11,2,161,156
2025-06-11,3,160,147
2025-06-11,4,160,156
2025-06-11,5,160,148
2025-06-11,6,158,145
2025-06-11,7,158,145
2025-06-11,8,158,146
2025-06-11,9,159,155
2025-06-11,10,158,146
2025-06-11,11,159,147
2025-06-11,12,160,147
2025-06-11,13,163,151
2025-06-11,14,167,162
2025-06-11,15,168,163
2025-06-11,16,171,158
2025-06-11,17,158,157
2025-06-11,18,160,158
2025-06-11,19,160,158
2025-06-11,20,160,156
2025-06-11,21,160,152
2025-06-11,22,158,147
2025-06-11,23,154,151
2025-06-11,24,150,137
2025-06-11,25,134,121
2025-06-11,26,132,119
2025-06-11,27,130,118
2025-06-11,28,130,117
2025-06-11,29,132,124
2025-06-11,30,142,116
2025-06-11,31,141,118
2025-06-11,32,143,113
2025-06-11,33,141,115
2025-06-11,34,151,125
2025-06-11,35,171,139
2025-06-11,36,178,145
2025-06-11,37,184,159
2025-06-11,38,183,166
2025-06-11,39,189,176
2025-06-11,40,189,176
2025-06-11,41,190,185
2025-06-11,42,189,164
2025-06-11,43,186,159
2025-06-11,44,185,171
2025-06-11,45,179,181
2025-06-11,46,185,172
2025-06-11,47,165,128
2025-06-11,48,154,96
2025-06-12,1,133,97
2025-06-12,2,133,82
2025-06-12,3,132,88
2025-06-12,4,125,81
2025-06-12,5,126,82
2025-06-12,6,125,81
2025-06-12,7,126,81
2025-06-12,8,127,82
2025-06-12,9,123,85
2025-06-12,10,122,81
2025-06-12,11,122,72
2025-06-12,12,123,72
2025-06-12,13,125,75
2025-06-12,14,127,82
2025-06-12,15,125,80
2025-06-12,16,123,82
2025-06-12,17,124,93
2025-06-12,18,116,86
2025-06-12,19,116,87
2025-06-12,20,119,89
2025-06-12,21,118,89
2025-06-12,22,117,88
2025-06-12,23,119,89
2025-06-12,24,119,89
2025-06-12,25,120,90
2025-06-12,26,128,98
2025-06-12,27,128,97
2025-06-12,28,129,90
2025-06-12,29,127,88
2025-06-12,30,127,89
2025-06-12,31,128,90
2025-06-12,32,127,88
2025-06-12,33,139,88
2025-06-12,34,162,94
2025-06-12,35,170,119
2025-06-12,36,180,124
2025-06-12,37,182,130
2025-06-12,38,174,124
2025-06-12,39,173,124
2025-06-12,40,171,125
2025-06-12,41,171,127
2025-06-12,42,172,123
2025-06-12,43,176,127
2025-06-12,44,173,120
2025-06-12,45,173,119
2025-06-12,46,173,113
2025-06-12,47,158,88
2025-06-12,48,157,86
2025-06-13,1,156,85
2025-06-13,2,149,84
2025-06-13,3,140,84
2025-06-13,4,134,84
2025-06-13,5,134,83
2025-06-13,6,133,82
2025-06-13,7,133,82
2025-06-13,8,133,82
2025-06-13,9,132,81
2025-06-13,10,128,84
2025-06-13,11,128,84
2025-06-13,12,129,91
2025-06-13,13,136,97
2025-06-13,14,138,105
2025-06-13,15,143,109
2025-06-13,16,142,119
2025-06-13,17,146,112
2025-06-13,18,148,114
2025-06-13,19,150,121
2025-06-13,20,142,108
2025-06-13,21,143,106
2025-06-13,22,142,104
2025-06-13,23,141,103
2025-06-13,24,138,99
2025-06-13,25,132,107
2025-06-13,26,132,97
2025-06-13,27,132,99
2025-06-13,28,132,99
2025-06-13,29,130,115
2025-06-13,30,141,98
2025-06-13,31,147,103
2025-06-13,32,154,110
2025-06-13,33,182,142
2025-06-13,34,187,152
2025-06-13,35,196,171
2025-06-13,36,194,177
2025-06-13,37,197,178
2025-06-13,38,199,180
2025-06-13,39,201,184
2025-06-13,40,206,189
2025-06-13,41,205,179
2025-06-13,42,205,179
2025-06-13,43,202,180
2025-06-13,44,191,169
2025-06-13,45,179,168
2025-06-13,46,172,160
2025-06-13,47,159,152
2025-06-13,48,137,118
2025-06-14,1,135,117
2025-06-14,2,134,112
2025-06-14,3,133,111
2025-06-14,4,133,111
2025-06-14,5,133,111
2025-06-14,6,131,102
2025-06-14,7,122,109
2025-06-14,8,125,100
2025-06-14,9,124,100
2025-06-14,10,124,100
2025-06-14,11,124,100
2025-06-14,12,124,100
2025-06-14,13,125,101
2025-06-14,14,126,110
2025-06-14,15,127,103
2025-06-14,16,125,101
2025-06-14,17,123,106
2025-06-14,18,124,108
2025-06-14,19,127,103
2025-06-14,20,125,104
2025-06-14,21,124,97
2025-06-14,22,124,96
2025-06-14,23,121,93
2025-06-14,24,121,90
2025-06-14,25,118,87
2025-06-14,26,120,88
2025-06-14,27,119,95
2025-06-14,28,119,87
2025-06-14,29,117,86
2025-06-14,30,117,85
2025-06-14,31,116,92
2025-06-14,32,114,82
2025-06-14,33,115,83
2025-06-14,34,123,92
2025-06-14,35,137,108
2025-06-14,36,136,121
2025-06-14,37,139,119
2025-06-14,38,137,117
2025-06-14,39,142,119
2025-06-14,40,144,121
2025-06-14,41,142,120
2025-06-14,42,145,122
2025-06-14,43,142,122
2025-06-14,44,142,124
2025-06-14,45,142,132
2025-06-14,46,140,120
2025-06-14,47,136,116
2025-06-14,48,130,108
2025-06-15,1,126,100
2025-06-15,2,124,94
2025-06-15,3,124,104
2025-06-15,4,123,103
2025-06-15,5,122,92
2025-06-15,6,122,92
2025-06-15,7,122,95
2025-06-15,8,122,95
2025-06-15,9,122,85
2025-06-15,10,124,86
2025-06-15,11,118,85
2025-06-15,12,119,82
2025-06-15,13,119,82
2025-06-15,14,118,79
2025-06-15,15,115,79
2025-06-15,16,118,78
2025-06-15,17,121,90
2025-06-15,18,120,83
2025-06-15,19,120,84
2025-06-15,20,122,96
2025-06-15,21,124,88
2025-06-15,22,123,89
2025-06-15,23,118,87
2025-06-15,24,122,91
2025-06-15,25,118,86
2025-06-15,26,117,85
2025-06-15,27,118,86
2025-06-15,28,113,85
2025-06-15,29,112,92
2025-06-15,30,113,84
2025-06-15,31,115,95
2025-06-15,32,116,87
2025-06-15,33,125,94
2025-06-15,34,133,110
2025-06-15,35,155,146
2025-06-15,36,158,141
2025-06-15,37,172,153
2025-06-15,38,178,145
2025-06-15,39,177,163
2025-06-15,40,176,163
2025-06-15,41,176,146
2025-06-15,42,176,164
2025-06-15,43,179,166
2025-06-15,44,178,153
2025-06-15,45,178,144
2025-06-15,46,175,143
2025-06-15,47,162,133
2025-06-15,48,141,116
2025-06-16,1,126,113
2025-06-16,2,121,93
2025-06-16,3,120,92
2025-06-16,4,119,106
2025-06-16,5,121,107
2025-06-16,6,120,92
2025-06-16,7,120,92
2025-06-16,8,119,108
2025-06-16,9,121,100
2025-06-16,10,122,94
2025-06-16,11,128,105
2025-06-16,12,144,123
2025-06-16,13,154,116
2025-06-16,14,155,117
2025-06-16,15,157,126
2025-06-16,16,160,139
2025-06-16,17,146,122
2025-06-16,18,146,122
2025-06-16,19,147,123
2025-06-16,20,148,133
2025-06-16,21,145,125
2025-06-16,22,145,123
2025-06-16,23,145,123
2025-06-16,24,142,128
2025-06-16,25,146,116
2025-06-16,26,141,111
2025-06-16,27,134,110
2025-06-16,28,126,111
2025-06-16,29,127,111
2025-06-16,30,128,110
2025-06-16,31,127,117
2025-06-16,32,130,120
2025-06-16,33,141,131
2025-06-16,34,145,145
2025-06-16,35,145,145
2025-06-16,36,161,146
2025-06-16,37,164,150
2025-06-16,38,173,151
2025-06-16,39,174,152
2025-06-16,40,177,153
2025-06-16,41,178,153
2025-06-16,42,176,158
2025-06-16,43,176,151
2025-06-16,44,176,151
2025-06-16,45,175,150
2025-06-16,46,170,133
2025-06-16,47,159,120
2025-06-16,48,143,95
2025-06-17,1,139,94
2025-06-17,2,139,94
2025-06-17,3,138,92
2025-06-17,4,131,92
2025-06-17,5,130,100
2025-06-17,6,130,91
2025-06-17,7,129,91
2025-06-17,8,129,90
2025-06-17,9,130,100
2025-06-17,10,131,93
2025-06-17,11,137,99
2025-06-17,12,137,92
2025-06-17,13,139,93
2025-06-17,14,139,94
2025-06-17,15,143,108
2025-06-17,16,146,110
2025-06-17,17,147,103
2025-06-17,18,141,114
2025-06-17,19,141,104
2025-06-17,20,139,104
2025-06-17,21,134,103
2025-06-17,22,130,111
2025-06-17,23,124,114
2025-06-17,24,124,105
2025-06-17,25,124,105
2025-06-17,26,123,105
2025-06-17,27,124,105
2025-06-17,28,124,105
2025-06-17,29,122,103
2025-06-17,30,121,109
2025-06-17,31,125,106
2025-06-17,32,140,136
2025-06-17,33,169,159
2025-06-17,34,186,169
2025-06-17,35,199,195
2025-06-17,36,208,197
2025-06-17,37,212,209
2025-06-17,38,212,201
2025-06-17,39,216,201
2025-06-17,40,217,202
2025-06-17,41,218,203
2025-06-17,42,218,204
2025-06-17,43,215,200
2025-06-17,44,212,198
2025-06-17,45,212,208
2025-06-17,46,208,200
2025-06-17,47,192,171
2025-06-17,48,181,157
2025-06-18,1,169,138
2025-06-18,2,163,134
2025-06-18,3,157,137
2025-06-18,4,154,133
2025-06-18,5,154,132
2025-06-18,6,153,124
2025-06-18,7,153,132
2025-06-18,8,153,131
2025-06-18,9,153,135
2025-06-18,10,153,135
2025-06-18,11,155,125
2025-06-18,12,157,143
2025-06-18,13,164,128
2025-06-18,14,167,141
2025-06-18,15,166,135
2025-06-18,16,169,136
2025-06-18,17,170,133
2025-06-18,18,171,134
2025-06-18,19,172,143
2025-06-18,20,165,144
2025-06-18,21,157,128
2025-06-18,22,154,121
2025-06-18,23,150,121
2025-06-18,24,148,127
2025-06-18,25,147,125
2025-06-18,26,147,125
2025-06-18,27,146,125
2025-06-18,28,145,124
2025-06-18,29,145,132
2025-06-18,30,144,131
2025-06-18,31,143,126
2025-06-18,32,152,142
2025-06-18,33,168,171
2025-06-18,34,177,179
2025-06-18,35,193,200
2025-06-18,36,196,204
2025-06-18,37,208,213
2025-06-18,38,207,214
2025-06-18,39,211,218
2025-06-18,40,218,220
2025-06-18,41,219,216
2025-06-18,42,219,216
2025-06-18,43,217,211
2025-06-18,44,218,213
2025-06-18,45,215,209
2025-06-18,46,211,205
2025-06-18,47,207,200
2025-06-18,48,199,178
2025-06-19,1,196,166
2025-06-19,2,187,165
2025-06-19,3,186,164
2025-06-19,4,172,153
2025-06-19,5,172,153
2025-06-19,6,165,150
2025-06-19,7,165,154
2025-06-19,8,164,153
2025-06-19,9,163,153
2025-06-19,10,163,148
2025-06-19,11,161,156
2025-06-19,12,161,148
2025-06-19,13,164,151
2025-06-19,14,167,154
2025-06-19,15,174,157
2025-06-19,16,176,159
2025-06-19,17,177,160
2025-06-19,18,172,160
2025-06-19,19,174,162
2025-06-19,20,173,161
2025-06-19,21,171,159
2025-06-19,22,167,156
2025-06-19,23,151,140
2025-06-19,24,148,133
2025-06-19,25,149,133
2025-06-19,26,150,135
2025-06-19,27,145,141
2025-06-19,28,146,141
2025-06-19,29,144,133
2025-06-19,30,144,141
2025-06-19,31,144,133
2025-06-19,32,153,135
2025-06-19,33,169,148
2025-06-19,34,178,166
2025-06-19,35,194,191
2025-06-19,36,194,184
2025-06-19,37,197,189
2025-06-19,38,199,189
2025-06-19,39,202,195
2025-06-19,40,205,198
2025-06-19,41,204,197
2025-06-19,42,204,198
2025-06-19,43,202,197
2025-06-19,44,204,194
2025-06-19,45,203,192
2025-06-19,46,200,182
2025-06-19,47,181,159
2025-06-19,48,166,143
2025-06-20,1,159,135
2025-06-20,2,144,121
2025-06-20,3,145,125
2025-06-20,4,144,125
2025-06-20,5,141,125
2025-06-20,6,137,124
2025-06-20,7,137,124
2025-06-20,8,137,124
2025-06-20,9,138,124
2025-06-20,10,137,124
2025-06-20,11,138,133
2025-06-20,12,139,127
2025-06-20,13,144,130
2025-06-20,14,144,131
2025-06-20,15,148,135
2025-06-20,16,153,144
2025-06-20,17,153,144
2025-06-20,18,154,152
2025-06-20,19,156,155
2025-06-20,20,156,154
2025-06-20,21,157,147
2025-06-20,22,161,149
2025-06-20,23,147,140
2025-06-20,24,143,134
2025-06-20,25,144,135
2025-06-20,26,142,133
2025-06-20,27,141,132
2025-06-20,28,143,134
2025-06-20,29,141,132
2025-06-20,30,142,133
2025-06-20,31,143,133
2025-06-20,32,153,141
2025-06-20,33,175,163
2025-06-20,34,185,176
2025-06-20,35,200,189
2025-06-20,36,199,190
2025-06-20,37,204,193
2025-06-20,38,209,197
2025-06-20,39,211,200
2025-06-20,40,213,199
2025-06-20,41,214,206
2025-06-20,42,214,200
2025-06-20,43,210,196
2025-06-20,44,207,203
2025-06-20,45,205,194
2025-06-20,46,200,189
2025-06-20,47,183,176
2025-06-20,48,170,163
2025-06-21,1,148,141
2025-06-21,2,143,140
2025-06-21,3,140,137
2025-06-21,4,130,123
2025-06-21,5,127,117
2025-06-21,6,127,117
2025-06-21,7,127,117
2025-06-21,8,122,105
2025-06-21,9,118,101
2025-06-21,10,116,99
2025-06-21,11,118,101
2025-06-21,12,118,93
2025-06-21,13,117,93
2025-06-21,14,120,93
2025-06-21,15,123,97
2025-06-21,16,124,93
2025-06-21,17,123,104
2025-06-21,18,120,95
2025-06-21,19,121,108
2025-06-21,20,120,108
2025-06-21,21,118,105
2025-06-21,22,117,103
2025-06-21,23,119,95
2025-06-21,24,119,94
2025-06-21,25,123,100
2025-06-21,26,119,95
2025-06-21,27,128,100
2025-06-21,28,129,100
2025-06-21,29,132,103
2025-06-21,30,134,104
2025-06-21,31,134,103
2025-06-21,32,142,106
2025-06-21,33,142,121
2025-06-21,34,146,125
2025-06-21,35,157,157
2025-06-21,36,160,155
2025-06-21,37,163,155
2025-06-21,38,162,155
2025-06-21,39,169,162
2025-06-21,40,170,168
2025-06-21,41,170,164
2025-06-21,42,172,166
2025-06-21,43,166,163
2025-06-21,44,168,162
2025-06-21,45,167,161
2025-06-21,46,161,157
2025-06-21,47,154,131
2025-06-21,48,138,118
2025-06-22,1,138,110
2025-06-22,2,133,105
2025-06-22,3,130,95
2025-06-22,4,129,94
2025-06-22,5,125,90
2025-06-22,6,125,86
2025-06-22,7,124,82
2025-06-22,8,123,82
2025-06-22,9,123,81
2025-06-22,10,122,80
2025-06-22,11,121,80
2025-06-22,12,121,79
2025-06-22,13,120,78
2025-06-22,14,120,79
2025-06-22,15,122,81
2025-06-22,16,124,82
2025-06-22,17,125,88
2025-06-22,18,123,85
2025-06-22,19,126,87
2025-06-22,20,124,88
2025-06-22,21,117,89
2025-06-22,22,118,89
2025-06-22,23,120,91
2025-06-22,24,120,92
2025-06-22,25,121,92
2025-06-22,26,122,93
2025-06-22,27,121,92
2025-06-22,28,120,92
2025-06-22,29,121,92
2025-06-22,30,120,92
2025-06-22,31,119,90
2025-06-22,32,119,90
2025-06-22,33,117,98
2025-06-22,34,117,106
2025-06-22,35,119,93
2025-06-22,36,134,97
2025-06-22,37,139,105
2025-06-22,38,138,93
2025-06-22,39,138,93
2025-06-22,40,138,101
2025-06-22,41,139,102
2025-06-22,42,138,94
2025-06-22,43,136,120
2025-06-22,44,133,122
2025-06-22,45,136,115
2025-06-22,46,135,89
2025-06-22,47,136,88
2025-06-22,48,132,88
2025-06-23,1,125,87
2025-06-23,2,124,92
2025-06-23,3,124,93
2025-06-23,4,124,85
2025-06-23,5,123,84
2025-06-23,6,122,91
2025-06-23,7,122,82
2025-06-23,8,122,82
2025-06-23,9,122,113
2025-06-23,10,122,82
2025-06-23,11,122,102
2025-06-23,12,123,91
2025-06-23,13,124,86
2025-06-23,14,126,88
2025-06-23,15,129,113
2025-06-23,16,132,93
2025-06-23,17,137,96
2025-06-23,18,137,95
2025-06-23,19,130,103
2025-06-23,20,124,108
2025-06-23,21,124,104
2025-06-23,22,124,98
2025-06-23,23,125,98
2025-06-23,24,124,98
2025-06-23,25,125,98
2025-06-23,26,125,99
2025-06-23,27,125,98
2025-06-23,28,122,98
2025-06-23,29,120,95
2025-06-23,30,120,95
2025-06-23,31,119,95
2025-06-23,32,120,95
2025-06-23,33,140,96
2025-06-23,34,139,102
2025-06-23,35,142,97
2025-06-23,36,146,100
2025-06-23,37,146,97
2025-06-23,38,147,97
2025-06-23,39,148,98
2025-06-23,40,146,104
2025-06-23,41,145,96
2025-06-23,42,145,96
2025-06-23,43,153,105
2025-06-23,44,153,119
2025-06-23,45,144,102
2025-06-23,46,143,92
2025-06-23,47,139,102
2025-06-23,48,136,97
2025-06-24,1,133,118
2025-06-24,2,130,89
2025-06-24,3,128,89
2025-06-24,4,130,91
2025-06-24,5,128,109
2025-06-24,6,121,108
2025-06-24,7,120,87
2025-06-24,8,120,88
2025-06-24,9,121,101
2025-06-24,10,121,89
2025-06-24,11,123,91
2025-06-24,12,124,92
2025-06-24,13,123,92
2025-06-24,14,126,102
2025-06-24,15,129,97
2025-06-24,16,132,126
2025-06-24,17,133,99
2025-06-24,18,126,100
2025-06-24,19,128,102
2025-06-24,20,129,105
2025-06-24,21,133,109
2025-06-24,22,127,104
2025-06-24,23,128,103
2025-06-24,24,128,102
2025-06-24,25,123,102
2025-06-24,26,121,101
2025-06-24,27,121,118
2025-06-24,28,122,108
2025-06-24,29,121,100
2025-06-24,30,120,100
2025-06-24,31,124,121
2025-06-24,32,124,103
2025-06-24,33,137,112
2025-06-24,34,140,111
2025-06-24,35,145,123
2025-06-24,36,166,144
2025-06-24,37,169,149
2025-06-24,38,168,141
2025-06-24,39,165,141
2025-06-24,40,165,140
2025-06-24,41,165,141
2025-06-24,42,165,145
2025-06-24,43,164,144
2025-06-24,44,174,152
2025-06-24,45,164,148
2025-06-24,46,147,142
2025-06-24,47,144,139
2025-06-24,48,135,130
2025-06-25,1,132,129
2025-06-25,2,131,128
2025-06-25,3,130,127
2025-06-25,4,132,132
2025-06-25,5,140,141
2025-06-25,6,142,140
2025-06-25,7,147,144
2025-06-25,8,147,146
2025-06-25,9,159,158
2025-06-25,10,166,165
2025-06-25,11,179,175
2025-06-25,12,182,176
2025-06-25,13,185,183
2025-06-25,14,189,186
2025-06-25,15,190,193
2025-06-25,16,192,192
2025-06-25,17,192,192
2025-06-25,18,192,191
2025-06-25,19,192,191
2025-06-25,20,192,192
2025-06-25,21,199,199
2025-06-25,22,195,193
2025-06-25,23,195,195
2025-06-25,24,195,194
2025-06-25,25,189,188
2025-06-25,26,183,183
2025-06-25,27,179,179
2025-06-25,28,184,184
2025-06-25,29,184,184
2025-06-25,30,183,183
2025-06-25,31,183,183
2025-06-25,32,183,184
2025-06-25,33,203,200
2025-06-25,34,212,212
2025-06-25,35,228,227
2025-06-25,36,233,232
2025-06-25,37,239,235
2025-06-25,38,243,236
2025-06-25,39,243,237
2025-06-25,40,240,237
2025-06-25,41,233,234
2025-06-25,42,234,236
2025-06-25,43,231,232
2025-06-25,44,229,231
2025-06-25,45,221,227
2025-06-25,46,216,222
2025-06-25,47,205,212
2025-06-25,48,196,195
2025-06-26,1,181,175
2025-06-26,2,164,171
2025-06-26,3,159,159
2025-06-26,4,156,156
2025-06-26,5,155,155
2025-06-26,6,154,154
2025-06-26,7,154,154
2025-06-26,8,154,154
2025-06-26,9,153,153
2025-06-26,10,153,153
2025-06-26,11,154,154
2025-06-26,12,154,153
2025-06-26,13,156,156
2025-06-26,14,158,158
2025-06-26,15,160,160
2025-06-26,16,164,150
2025-06-26,17,160,149
2025-06-26,18,161,151
2025-06-26,19,163,152
2025-06-26,20,161,143
2025-06-26,21,151,130
2025-06-26,22,143,119
2025-06-26,23,132,106
2025-06-26,24,129,103
2025-06-26,25,125,99
2025-06-26,26,126,100
2025-06-26,27,125,99
2025-06-26,28,125,99
2025-06-26,29,123,106
2025-06-26,30,123,97
2025-06-26,31,122,104
2025-06-26,32,122,104
2025-06-26,33,122,97
2025-06-26,34,128,110
2025-06-26,35,148,110
2025-06-26,36,156,134
2025-06-26,37,167,140
2025-06-26,38,166,129
2025-06-26,39,166,141
2025-06-26,40,165,141
2025-06-26,41,165,141
2025-06-26,42,161,141
2025-06-26,43,158,143
2025-06-26,44,158,127
2025-06-26,45,157,119
2025-06-26,46,155,116
2025-06-26,47,149,130
2025-06-26,48,135,115
2025-06-27,1,126,97
2025-06-27,2,125,99
2025-06-27,3,125,105
2025-06-27,4,124,92
2025-06-27,5,124,118
2025-06-27,6,125,94
2025-06-27,7,124,87
2025-06-27,8,121,88
2025-06-27,9,121,107
2025-06-27,10,120,105
2025-06-27,11,121,92
2025-06-27,12,122,98
2025-06-27,13,125,98
2025-06-27,14,130,100
2025-06-27,15,133,103
2025-06-27,16,131,102
2025-06-27,17,132,107
2025-06-27,18,132,108
2025-06-27,19,138,109
2025-06-27,20,137,113
2025-06-27,21,136,108
2025-06-27,22,137,107
2025-06-27,23,131,108
2025-06-27,24,128,102
2025-06-27,25,127,103
2025-06-27,26,124,102
2025-06-27,27,124,102
2025-06-27,28,124,102
2025-06-27,29,123,100
2025-06-27,30,122,100
2025-06-27,31,120,98
2025-06-27,32,125,99
2025-06-27,33,143,109
2025-06-27,34,143,101
2025-06-27,35,152,118
2025-06-27,36,156,112
2025-06-27,37,157,114
2025-06-27,38,154,123
2025-06-27,39,153,119
2025-06-27,40,152,114
2025-06-27,41,154,113
2025-06-27,42,150,112
2025-06-27,43,150,120
2025-06-27,44,150,111
2025-06-27,45,149,110
2025-06-27,46,139,104
2025-06-27,47,129,93
2025-06-27,48,125,95
2025-06-28,1,125,91
2025-06-28,2,125,91
2025-06-28,3,124,90
2025-06-28,4,123,89
2025-06-28,5,122,88
2025-06-28,6,123,90
2025-06-28,7,123,87
2025-06-28,8,121,88
2025-06-28,9,120,85
2025-06-28,10,120,85
2025-06-28,11,120,85
2025-06-28,12,121,86
2025-06-28,13,123,88
2025-06-28,14,124,91
2025-06-28,15,124,91
2025-06-28,16,123,97
2025-06-28,17,126,97
2025-06-28,18,123,103
2025-06-28,19,126,97
2025-06-28,20,124,103
2025-06-28,21,125,97
2025-06-28,22,126,105
2025-06-28,23,122,97
2025-06-28,24,123,98
2025-06-28,25,124,98
2025-06-28,26,124,105
2025-06-28,27,124,98
2025-06-28,28,124,98
2025-06-28,29,123,97
2025-06-28,30,123,97
2025-06-28,31,123,97
2025-06-28,32,119,102
2025-06-28,33,123,106
2025-06-28,34,129,114
2025-06-28,35,133,118
2025-06-28,36,146,127
2025-06-28,37,152,132
2025-06-28,38,154,136
2025-06-28,39,153,129
2025-06-28,40,150,127
2025-06-28,41,156,129
2025-06-28,42,156,136
2025-06-28,43,155,132
2025-06-28,44,156,134
2025-06-28,45,150,138
2025-06-28,46,149,126
2025-06-28,47,147,128
2025-06-28,48,103,70
2025-06-29,1,128,94
2025-06-29,2,123,85
2025-06-29,3,122,84
2025-06-29,4,117,83
2025-06-29,5,117,83
2025-06-29,6,117,83
2025-06-29,7,117,97
2025-06-29,8,117,90
2025-06-29,9,113,89
2025-06-29,10,116,88
2025-06-29,11,115,81
2025-06-29,12,115,94
2025-06-29,13,114,93
2025-06-29,14,115,80
2025-06-29,15,124,92
2025-06-29,16,124,88
2025-06-29,17,123,103
2025-06-29,18,123,102
2025-06-29,19,129,104
2025-06-29,20,129,93
2025-06-29,21,131,95
